NAISTYP_SORT; NAISTYP_C; NAISTYP_HAUPTVAR; NAISTYP_VAR; NAISTYP_NWLD;NAISTYP_NWLD_FR; NAISTYP_HDOM_MIN; NAISTYP_HDOM_MAX; NAISTYP_HMAX_NAD; NAISTYP_HMAX_LAU;NAISTYP_BEM4; NAISTYP_STAO; NAISTYP_STAO_FR; NAISTYP_VASP; NAISTYP_VASP_FR; NAISTYP_HUMF; NAISTYP_ENT;NAISTYP_EIG; NAISTYP_EIG_FR; NTYP_KG_FEIN; NTYP_KG_GESTEIN; NAISTYP_KG_V; NAISTYP_KG_T_MIN; NAISTYP_KG_T_MAX; NTYP_AM_S; NTYP_AM_B; NTYP_RT_MITTELH; NTYP_RT_MULDE; NTYP_RT_KUPPE; NTYP_RT_PLATEAU; NTYP_RT_STEILH; NTYP_FELS; NTYP_BL_FELS_ST; NTYP_BL_FELS_WE; NTYP_BL_KARREN; NTYP_BL_SCHUTT_M; NTYP_BL_SCHUTT_S; NTYP_BL_SCHUTT_X; NTYP_STEINSCHLAG; NTYP_LAWINEN; NTYP_RUTSCHUNG; NTYP_EROSION; NTYP_WASS_BACH; NTYP_WASS_KLEIN; NTYP_WASS_QUELL; NTYP_WECHSELF; NAISTYP_GFX; ART_LNK_HG_NATW; ART_LNK_HG_HOE; ART_LNK_HG_STD; ART_LNK_HG_VEGA; ART_LNK_HG_MERKM; ART_LNK_HG_BS; ART_LNK_HG_SS; ART_LNK_HG_KS; ART_LNK_HG_MS; NAISTYP_OEG_HAWA; NAISTYP_OEB_HAWA; NAISTYP_OEG_SOWA; NAISTYP_OEB_SOWA; NAISTYP_OEG_WEFE; NAISTYP_OEB_WEFE; NAISTYP_OEG_AUE; NAISTYP_OEG_PIO; NAISTYP_ANFE; NAISTYP_OEG_GEB
92,001;92a;;;;Peuplements monospécifiques d’ailantes, de paulownias, de mimosas, de sumacs ou d’autres plantes exotiques envahissantes présentant un caractère pionnier prononcé. Les perturbations ainsi que les conditions stationnelles azonales empêchent l’évolution naturelle et la succession d’associations végétales. Les peuplements restent longtemps intacts et se rajeunissent sur place. À moyen terme, certaines espèces laurophylles dans le sous-bois ont une chance de fournir de l’ombre.  ;5;24;27;25;;"Sonderwaldstandort. Blockhalden, ständig aktiven Rutschungen, Verankerung der Bäume schlecht, z.T. gestörte Auenbereiche. Anthropogene Standorten (Kahlschlägen, Strassenränder, Böschungen, Müllhalden, ...) wo eine Ausreifung der Bestände mittelfristig schwierig ist.
";Station forestière particulière. Pentes d’éboulis, glissements de terrain toujours actifs, mauvais ancrage des arbres, par endroits, zones alluviales perturbées. Stations conditionnées par les activités humaines (coupes rases, bords de routes, talus, décharges, etc.), dans lesquelles l’évolution des peuplements à moyen terme est entravée. ;"Unterholz häufig durch nitrophile Flora geprägt, Brombeeren, wenige Laurophyllen.
";Sous-bois souvent caractérisé par de la flore nitrophile, ronces, peu d’espèces laurophylles.   ;Mull-Moder;"Häufig mit Mineralerde, Steine und Blöcke an der Oberfläche, wenig Humus, auch auf Abfälle und Trummer.
";"Durchlässig, zeitweise stark austrockend aber nicht nöhrstoffarm.
";Perméable, fort assèchement périodique, mais pas pauvre en nutriments. ;2;1;9;;;1;1;1;1;1;1;1;1;1;1;9;1;1;1;1;0;1;1;1;0;0;0;92a;;;;;;;;;;0;;1;;0;;0;0;0;0
92,018;92z;;;;Peuplements monospécifiques d’ailantes, de paulownias, de mimosas, de sumacs ou d’autres plantes exotiques envahissantes présentant un caractère pionnier prononcé. Avec le temps, les peuplements deviennent plus denses et plus ombragés. Une évolution et une succession d’associations végétales sont probables. Certaines espèces laurophylles se propagent dans le sous-bois.  ;5;24;27;25;;"Pionierstandort. Zonale Standorte, relativ fruchtbar. Die Bäume können stabil  wachsen. 
";Station pionnière. Station zonale, relativement fertile. Les arbres bénéficient de conditions de croissance stables. ;"Nitrophile und Pionierarten wuchern. Üppige einseitige Oberschichten lassen hie und da Platz für die Entwicklung des Unterholzes.
";Les espèces nitrophiles et les espèces pionnières prolifèrent. Les strates supérieures luxuriantes laissent ça et là assez de place pour que le sous-bois se développe.   ;Mull (Moder);"Saure Braunerde. Rendzina oberflächlich verbraunt.
";"Mittelgründig, humos, durchlässig aber nicht extrem trocken, so dass eine Unterschicht sich im Schirm einsetzen kann.
";Sol moyennement profond, présence d’humus, perméable, mais pas extrêmement sec si bien qu’un sous-étage de végétation peut se développer sous abri.   ;9;9;9;;;1;2;1;1;1;1;0;2;2;2;9;0;0;2;0;0;0;0;2;0;0;0;92z;;;;;;;;;;0;;0;;0;;0;1;0;0
93;93;;;;Forêts mélangées de châtaigniers, de frênes, de tilleuls dans lesquelles les essences feuillues au feuillage persistant co-dominent : essences indigènes (Abies, Ilex, Taxus, Hedera) et essences introduites (Laurus, Quercus Ilex, Cinnamomum, Ligustrum lucidum, etc.). La période de végétation s’étend jusqu’en hiver et est bien adaptée au climat hypersuberien doux.  ;18;16;35;30;;"Wintermilden Lagen in seenahen Bereich Insubriens.
";Stations au climat hyperinsubrique doux en hiver et proche d’un lac. ;"Substropischer Aspekt mit Lianen und wuchernden Efeu. Das Unterholz zeigt eine lebhafte Naturverjüngung der obenstehenden Baumarten sowie Palmen und Sträucher (Kirschlorbeer, Elaeagnus, Phyracantha, ...). Die Krautschichtarten sind mehrheitlich einhemische, silikat- oder kalkliebenden Arten.
";Aspect subtropical avec lianes et lierre proliférant. Dans le sous-bois, rajeunissement naturel vif des essences dominantes de la strate principale comme les palmiers et les arbustes (laurier-cerise, Elaeagnus, Phyracantha, ...). Les espèces présentes dans la strate herbacée sont majoritairement indigènes et apprécient les sols silicieux ou calcaires. ;Mull-Moder;"Miestens mittelgründigen Braunerden oberflächlich versauert. Auf kalk: gut entwickelten Rendzinen und kolluvialen Böden oben verbraunt.
";"Mittelgründige Fruchtbare Standorte, mit gute Wasserspeicherkapazität.
";Stations fertiles au sol moyennement profond présentant une bonne capacité de rétention. ;0;2;9;;;1;2;1;1;2;2;2;2;2;2;9;2;0;2;2;0;2;0;2;0;0;2;93;;;;;;;;;;1;;0;;0;;0;0;0;0
1003;3G;3;U;"Oft dichte Buchenwälder, oft Stockausschläge, teilweise grosskronige Buchen. Stellenweise beigemischt: Traubeneiche, Birke, Kastanie, Mehlbeere, Vogelbeere, Zitterpappel, Linde, Fichte, Tanne, Lärche. In der Region 5a mit Fichtenvorposten sind evt. vereinzelt
Fichten vorhanden, in der Region 5b fehlt die Fichte vollständig. Die seltenen Schlusswaldstadien sind reicher an Tanne und entsprechen dem 19a (Waldsimen-Tannen-Buchenwald mit Rohrreitgras)";"Souvent hêtraies denses, souvent rejets de souche, en partie hêtres à gros houppiers. En mélange par endroits : chêne sessile, bouleau, châtaignier, alisier blanc, sorbier des oiseleurs, tremble, tilleul, épicéa, sapin, mélèze. Dans la région 5a qui marque la limite de l’aire de l’épicéa, présence éventuelle de quelques épicéas ; ces derniers manquent totalement dans la région 5b. Les rares stades de forêt définitive sont plus riches en sapins et correspondent à peu près au type de station 19a (hêtraie à sapin avec luzule des forêts et calamagrostide des forêts).";4;6;10;10;;Gebüschwald. Hanglagen, in tiefen Lagen kalte Schattenhänge. Von 500 bis 1500 m über Meer. Meistens in Lawinenzügen.;Forêt buissonnante. Pentes, versants ombragés et froids dans les stations basses. De 500 à 1500 m d’altitude. En général, dans les couloirs d’avalanche.;"Spärliche Krautschicht mit Schneesimse, Rohrreitgras, Betonienblättrige Rapunzel. Nicht selten sind die dunkelsten Bestände ohne Krautschicht
";Strate herbacée clairsemée avec luzule blanc-de-neige, calamagrostide roseau et raiponce à feuilles de bétoine. Il n’est pas rare que les peuplements les plus foncés soient dépourvus de strate herbacée. ;;;;;0;0;2;;;1;0;1;0;2;2;1;0;0;2;0;0;0;2;2;1;0;2;0;0;0;0;;N;N;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;2;1
1003,000001;3sG;3s;U;"Gebüschwald mit niederliegender Wuchsform. Buche dominiert, dazu sind wenig Traubeneiche, Mehlbeere und Birke beigemischt. 
";Forêt buissonnante présentant une faible croissance. Le hêtre domine, en mélange avec quelques chênes sessiles, d’alisiers blancs et de bouleaux.   ;4;6;10;10;;"Gebüschwald. Sonnige Hänge auf Silikat, steile, konvexe, felsige Lagen mit wenig tiefgründigen Böden 
";Forêt buissonnante. Versants ensoleillés sur silice, endroits raides, convexes et rocheux avec un sol peu profond.;"Mit Rohrreitgras und Pfeifengras
";Avec calamagrostide roseau et molinie. ;;;;;0;0;2;;;1;0;2;0;1;0;1;1;1;2;0;0;0;2;2;1;0;2;0;0;0;0;;N;;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;2;1
1004;4G;4;U;Oft dichte Buchenwälder, häufig gerade Stämme. Stellenweise beigemischt: Traubeneiche, Kastanie, Mehlbeere, Zitterpappel, Bergahorn, Tanne, Fichte, Lärche. Alpengoldregen, selten Birke. In der Region 5a mit Fichtenvorposten sind evt. vereinzelt Fichten vorhanden, in der Region 5b fehlt die Fichte vollständig. Die seltenen Schlusswaldstadien sind reicher an Tanne und entsprechen dem 19L (Typischer Goldregen-Tannen-Buchenwald);"Souvent hêtraies denses, troncs fréquemment rectilignes. En mélange par endroits : chêne sessile, châtaignier, alisier blanc, tremble, érable sycomore, sapin, épicéa, mélèze. Cytise des Alpes, rarement bouleau. Dans la région 5a qui marque la limite de l’aire de l’épicéa, présence éventuelle de quelques épicéas ; ces derniers manquent totalement dans la région 5b. Les rares stades de forêt définitive sont plus riches en sapins et correspondent au type de station 19L (hêtraie à sapin avec cytise).";4;6;10;10;;Gebüschwald. Hanglagen, oft Mulden, meistens Schattenhänge. Von 700 (500) bis 1400 m über Meer. Meistens in Lawinenzügen.;Forêt buissonnante. Pentes, souvent cuvettes, généralement versants ombragés. De 700 (500) à 1400 m d’altitude. En général, dans les couloirs d’avalanche.;"Spärliche Krautschicht, oft mächtige Laubansammlungen, Farne.
";"Strate herbacée clairsemée ; souvent épais amoncellements de feuilles, fougères. ";;;;;0;0;2;;;1;0;2;1;0;2;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;;N;;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;0;1
1012,001;12aG;12a;U;Wüchsiger Buchenwald, oft Hallenwald. Tanne, Ahorn und Esche können beigemischt sein. Eiche, Hagebuche, Kirschbaum kaum in Baumschicht. Die Lärche ist im Mittelland und Jura wenig geeignet, in den kontinentaler geprägten Gebieten (2a und angerenzend) gedeiht sie gut.;Hêtraie fertile, souvent forêt cathédrale. Sapin, érable et frêne peuvent y être mélangés. Presque pas de chênes, de charmes, ni de merisiers dans la strate arborescente. Le mélèze est peu adapté au Plateau et au Jura, mais croît bien dans les régions marquées par un climat continental (2a et avoisinantes).;4;6;10;10;;"Gebüschwald. Hanglagen, meist auf stabilisiertem Kalkschutt. Meistens in Lawinenzügen.
";Forêt buissonnante. Pentes, en général sur éboulis calcaires stabilisés. En général, dans les couloirs d’avalanche.  ;"Krautig. Oft dominieren Fiederblättrige Zahnwurz oder Bingelkraut, manchmal Farne.
";Herbeux. Souvent dominé par la dentaire à sept folioles ou la mercuriale vivace, parfois des fougères. ;;;;;9;1;1;;50;0;1;1;2;0;2;1;2;0;2;2;2;0;1;2;1;0;2;0;0;0;0;;N;;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;0;1
1013,009;13hG;13h;U;"Buchenwald mit Bergahorn.
";Hêtraie avec érable sycomore. ;4;6;10;10;;"Gebüschwald. Hänge mit mässig bewegtem Kalkschutt, frisch. Meistens in Lawinenzügen.
";Forêt buissonnante. Versants à éboulis calcaires assez actifs, frais. En général, dans les couloirs d’avalanche. ;"Krautig. Oft dominiert der Alpendost. Steine sichtbar. Oft Verletzungen an Baumstämmen.
";Herbeux. L’adénostyle domine souvent. Pierres visibles. Souvent blessures sur les troncs des arbres. ;;;;;9;9;1;30;;;;1;2;0;0;1;1;2;1;2;1;2;2;1;1;0;1;0;0;0;0;;Y;;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;0;1
1014;14G;14;U;"Gebüschwald mit niederliegender Wuchsform. Buche dominiert, dazu Eichen und anderen wärmeliebenden Baumarten.
";Forêt buissonnante présentant une faible croissance. Le hêtre domine, accompagné de chênes et d’autres essences aimant la chaleur. ;4;6;10;10;;"Gebüschwald. Warme, trockene Standorte auf Kalk. Meistens in Lawinenzügen.
";Forêt buissonnante. Station chaude et sèche, sur sol calcaire. En général, dans les couloirs d’avalanche. ;"Krautig oder gras-/seggenreich. Oft strauchreich.
";Herbeux ou riche en graminées/laiches. Souvent riche en buissons. ;;;;;9;1;1;;25;0;1;1;0;2;2;1;1;2;1;2;0;0;1;2;1;0;2;0;0;0;2;;N;;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;2;1
1017;17G;17;U;"Gebüschwald mit niederliegender Wuchsform. Buche dominiert, dazu oft mit Eibe, Tanne und wärmeliebenden Baumarten. 
";Forêt buissonnante présentant une faible croissance. Le hêtre domine, souvent accompagné de l’if, du sapin et d’essences aimant la chaleur. ;4;6;10;10;;"Gebüschwald. Stark wechselnde Feuchtigkeit. Steilhänge, meist Mergel. Meistens in Lawinenzügen.
";Forêt buissonnante. Humidité fortement variable. Pentes raides, généralement marneuses. En général, dans les couloirs d’avalanche. ;"Krautig oder gras-/seggenreich.
";Herbeux ou riche en graminées/laiches. ;;;;;9;1;1;;45;0;1;1;0;0;0;1;1;2;2;2;2;2;2;2;1;1;1;0;0;0;1;;N;;N;Y;N;Y;Y;Y;Y;0;;0;;1;;0;0;2;1
1018;18G;18;U;"Gebüschwald mit niederliegender Wuchsform. Buche dominiert, dazu Tanne, Fichte, stellenweise Bergahorn, Vogelbeere. 
";Forêt buissonnante présentant une faible croissance. Le hêtre domine, accompagné du sapin, de l’épicéa et, par endroits, de l’érable sycomore et du sorbier des oiseleurs. ;4;6;10;10;;"Gebüschwald. Oberboden ohne Basen, oft auf Molasse, Moräne, Flysch, meistens Hanglagen. Meistens in Lawinenzügen.
";Forêt buissonnante. Partie superficielle du sol non basique, souvent sur molasse, moraine, flysch. En général, en pente. En général, dans les couloirs d’avalanche. ;"Wenig Bodenvegetation, Waldschwingel
";Faible végétation au sol, grande fétuque. ;;;;;0;9;1;80;;1;2;1;2;2;2;2;0;0;0;0;0;0;0;2;1;2;2;0;0;0;0;;N;;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;0;1
1018,00007;18MG;18M;U;"Gebüschwald mit niederliegender Wuchsform. Buche dominiert, dazu Tanne, Bergahorn, Fichte, Bergulme, Esche, Vogelbeere.
";Forêt buissonnante présentant une faible croissance. Le hêtre domine, accompagné du sapin, de l’érable sycomore, de l’épicéa, de l’orme de montagne, du frêne et du sorbier des oiseleurs. ;4;6;10;10;;"Gebüschwald. Basenreiche Unterlage (v. a. Kalke), meistens Hanglagen, oft steil. Meistens in Lawinenzügen. 
";Forêt buissonnante. Substrat basique (surtout calcaire), généralement en pente, souvent raide. En général, dans les couloirs d’avalanche. ;"Kahler Alpendost und Bingelkraut
";Adénostyle glabre et mercuriale vivace. ;;;;;9;1;1;;90;0;1;1;2;0;2;1;2;0;2;2;2;0;1;2;1;0;2;0;0;0;0;;N;;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;2;1
1018,014;18wG;18w;U;"Gebüschwald mit niederliegender Wuchsform. Buche dominiert, dazu Tanne, Fichte, Bergahorn, Esche, Mehlbeere, Vogelbeere. 
";Forêt buissonnante présentant une faible croissance. Le hêtre domine, accompagné du sapin, de l’épicéa, de l’érable sycomore, du frêne, de l’alisier blanc et du sorbier des oiseleurs. ;4;6;10;10;;"Stark wechselnde Feuchtigkeit. Gebüschwald. Wechselfeuchte, basenreiche, oft rutschige Standorte, meistens Steilhänge. Meistens in Lawinenzügen.
";Humidité fortement variable. Forêt buissonnante. Station à humidité variable, terrain riche en bases, souvent instable. En général, pentes raides. En général, dans les couloirs d’avalanche. ;"Grasig. Buntreitgras, Schlaffe Segge
";Herbeux. Calamagrostide bigarrée, laiche glauque. ;;;;;9;1;1;;100;0;1;1;2;0;0;1;2;2;1;0;2;2;2;2;1;1;1;0;0;0;1;;N;;N;Y;N;Y;Y;Y;Y;0;;0;;1;;0;0;2;1
1018,015;18vG;18v;U;"Gebüschwald mit niederliegender Wuchsform. Buche dominiert, dazu Tanne, Fichte, Bergahorn, Esche, Vogelbeere, Mehlbeere. 
";Forêt buissonnante présentant une faible croissance. Le hêtre domine, accompagné du sapin, de l’épicéa, de l’érable sycomore, du frêne, du sorbier des oiseleurs et de l’alisier blanc. ;4;6;10;10;;"Stark wechselnde Feuchtigkeit. Gebüschwald. Wechselfeuchte, kühle, basenreiche, oft rutschige Standorte, meistens Steilhänge, oft durch Schneebewegungen beeinflusst. Meistens in Lawinenzügen.
";Humidité fortement variable. Forêt buissonnante. Station à humidité variable, station fraîche, riche en bases, souvent terrain instable. En général, pentes raides, souvent influencées par les mouvements de la neige. En général, dans les couloirs d’avalanche. ;"Grasig. Viel Rostsegge, Buntreitgras
";Herbeux. Laiche ferrugineuse abondante, calamagrostide bigarrée. ;;;;;9;1;;;;0;1;1;2;0;0;1;1;2;1;0;1;2;2;2;1;1;1;0;0;0;1;;N;;N;Y;Y;N;N;Y;Y;0;;0;;1;;0;0;2;1
1018,1;18*G;18*;U;"Gebüschwald mit niederliegender Wuchsform. Buche dominiert, dazu Tanne, Fichte, Bergahorn, Esche, Vogelbeere und Mehlbeere. möglich
";Forêt buissonnante présentant une faible croissance. Le hêtre domine, accompagné du sapin, de l’épicéa, de l’érable sycomore, du frêne, du sorbier des oiseleurs et de l’alisier blanc.. ;4;6;10;10;;"Gebüschwald. Basenreiche Unterlage (v. a. Kalke), flachgründig, oft in felsigen, steilen Lagen, trocken. Meistens in Lawinenzügen.
";Forêt buissonnante. Substrat basique (surtout calcaire), superficiel et sec, souvent emplacements rocheux et raides. En général, dans les couloirs d’avalanche. ;"Weisssegge oder andere Trockenheits-/Basenzeiger und Kahler Alpendost
";Laiche blanche ou autres espèces indicatrices de sécheresse et de bases et adénostyle glabre. ;;;;;9;1;1;;50;0;1;2;0;1;2;2;1;1;1;2;2;2;2;2;1;2;2;0;0;0;2;;N;;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;2;1
1019;19G;19;U;"Gebüschwald mit niederliegender Wuchsform. Buche dominiert, dazu Tanne, Fichte und Vogelbeere. 

";Forêt buissonnante présentant une faible croissance. Le hêtre domine, accompagné du sapin, de l’épicéa et du sorbier des oiseleurs.;4;6;10;10;;"Gebüschwald. Auf saurer Unterlage (Hang und Kuppenlage) oder auf versauerten Kreten. Meistens in Lawinenzügen.
";Forêt buissonnante. Substrat acide (pentes et élévations de terrain) ou crêtes acidifiées. En général, dans les couloirs d’avalanche. ;"Oft spärliche Krautschicht. Wald- oder Schneesimse, Heidelbeere
";Strate herbacée souvent clairsemée. Luzule des forêts ou blanc-de-neige, myrtille. ;;;;;0;0;9;;50;1;2;2;0;1;2;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;;N;;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;0;1
1019,001;19aG;19a;U;"Gebüschwald mit niederliegender Wuchsform. Buche dominiert, dazu Tanne, Fichte, Lärche, Birke, Bergahorn, Vogelbeere. 
";Forêt buissonnante présentant une faible croissance. Le hêtre domine, accompagné du sapin, de l’épicéa, du mélèze, du bouleau, de l’érable sycomore et du sorbier des oiseleurs. ;4;6;10;10;;"Gebüschwald. Saure Unterlage und versauerten Moränen. Der Oberboden ist teilweise stark ausgelaugt und trocknet zeitweise aus. Meistens in Lawinenzügen.

";Forêt buissonnante. Substrat acide et moraines acidifiées. Partie superficielle du sol fortement lessivée et asséchée temporairement. En général, dans les couloirs d’avalanche.  ;"Wenig üppige Krautschicht mit Schneesimse und kaum mittleren Krautschicht-Arten. Rohrreitgras, Drahtschmiele und gelegentlich Vaccinien kommen an beschatteten Freistellen vor. 
";Strate herbacée peu luxuriante avec luzule blanc-de-neige et guère d’espèces de strate herbacée mésotrophes. Calamagrostide roseau, canche flexueuse et occasionnellement myrtilles sont présentes sur les zones mises en lumière ombragées. ;;;;;0;0;2;;;1;0;1;2;1;2;1;1;2;1;0;2;0;1;2;1;0;2;2;2;0;0;;N;;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;2;1
1020;20G;20;U;"Gebüschwald mit niederliegender Wuchsform. Buche dominiert, dazu Tanne, Bergahorn, Bergulme, Fichte, Esche, Vogelbeere. 
";Forêt buissonnante présentant une faible croissance. Le hêtre domine, accompagné du sapin, de l’érable sycomore, de l’orme de montagne, de l’épicéa, du frêne et du sorbier des oiseleurs. ;4;6;10;10;;"Gebüschwald. Oberboden ohne Basen, frisch bis feucht, meistens Hanglage, oft Tobeleinhänge. Meistens in Lawinenzügen.
";Forêt buissonnante. Partie superficielle du sol sans base, fraîche à humide. En général en pente, souvent en bordure de ravins. En général, dans les couloirs d’avalanche. ;"Farnreich, Grauer Alpendost, Weisse Pestwurz
";Riche en fougères. Adénostyle à feuilles d’alliaire, pétasite blanc. ;;;;;0;9;9;;50;1;2;1;1;0;2;1;2;0;2;2;0;0;2;2;1;1;1;0;2;0;0;;N;;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;0;1
1020,00004;20EG;20E;U;"Gebüschwald mit niederliegender Wuchsform. Edellaubbäume (Bergahorn, Esche, Bergulme) und Buche dominieren, dazu Tanne, Fichte. 
";Forêt buissonnante présentant une faible croissance. Les feuillus nobles (érable sycomore, frêne, orme de montagne) et le hêtre dominent, accompagnés du sapin et de l’épicéa. ;4;6;10;10;;"Gebüschwald. Verdichtete, basenreiche Unterlage, oft Mergel oder toniger Flysch. Oft flachere Hanglagen mit unregelmässigem Kleinrelief (Sackungen). Meistens in Lawinenzügen.
";Forêt buissonnante. Substrat compacté, riche en bases, souvent marnes ou flysch argileux. Souvent pentes faibles avec microrelief irrégulier (affaissements). En général, dans les couloirs d’avalanche. ;"Krautschicht oft spärlich ausgebildet. Waldgerste, Sanikel, auf gestörten Flächen Schachtelhalme. 
";Strate herbacée souvent clairsemée. Orge d’Europe, sanicle d’Europe, sur des surfaces perturbées prêles. ;;;;;0;9;1;12;;2;1;1;2;0;2;0;0;0;0;0;0;0;0;0;1;1;2;0;2;0;0;;N;;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;0;1
